WATERBODY_CODE,LATITUDE,LONGITUDE,SPECIES_NAME,name,SAMPLE_DATE,Netting_Start_Date,Netting_End_Date,Len2mm,Total_Length,WEIGHT,Round_Weight,SexID,Sex_ID,VALUE,Aging_Structure,Assessed_Fish_Age,Assessed_Age_Confidence,Waterbody_LID,ON_Hg_BSM_years_ID,qryContaminant_link_fish_age_date_tissue_ID,Tissues_Sampled,Contaminant_Samples_Taken,FN3_individual_fish_id
49588555,495800,855514,Northern Pike,Northern Pike,2011-07-09,2011-07-08,2011-07-09,556,556,875,875,1,1,0.58,Cleithrum,6,7,16-5774-55353,20139,4716,1,Yes,408986
49588555,495800,855514,Northern Pike,Northern Pike,2011-07-09,2011-07-08,2011-07-09,540,540,675,675,2,2,0.6,Cleithrum,6,8,16-5774-55353,20141,4690,1,Yes,408909
49588555,495800,855514,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,562,562,950,950,2,2,0.37,Cleithrum,6,8,16-5774-55353,20146,4656,1,Yes,408702
49588555,495800,855514,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,580,580,1050,1050,2,2,0.34,Cleithrum,5,6,16-5774-55353,20147,4654,1,Yes,408859
49588555,495800,855514,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,560,560,850,850,2,2,0.2,Cleithrum,4,7,16-5774-55353,20148,4652,1,Yes,408837
49588555,495800,855514,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,540,540,900,900,2,2,0.36,Cleithrum,6,6,16-5774-55353,20149,4653,1,Yes,408836
49588555,495800,855514,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,518,518,710,710,2,2,0.71,Cleithrum,6,9,16-5774-55353,20150,4655,1,Yes,408857
49588555,495800,855514,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,488,488,650,650,2,2,0.2,Cleithrum,4,7,16-5774-55353,20151,4657,1,Yes,408858
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-06,2011-07-05,2011-07-06,640,640,1480,1480,2,2,0.77,Cleithrum,7,7,16-5538-55350,20156,3454,1,Yes,388924
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-06,2011-07-05,2011-07-06,486,486,660,660,1,1,0.29,Cleithrum,2,9,16-5538-55350,20157,3455,1,Yes,388913
49588615,495901,861423,Walleye,Walleye,2011-07-06,2011-07-05,2011-07-06,642,642,2400,2400,2,2,1.9,Otolith,22,8,16-5538-55350,20158,3476,1X,Yes,388921
49588615,495901,861423,Walleye,Walleye,2011-07-06,2011-07-05,2011-07-06,614,614,1850,1850,2,2,1.5,Otolith,13,7,16-5538-55350,20159,3465,1X,Yes,388830
49588615,495901,861423,Walleye,Walleye,2011-07-06,2011-07-05,2011-07-06,590,590,1650,1650,2,2,1.3,Otolith,14,9,16-5538-55350,20160,3482,1X,Yes,388836
49588615,495901,861423,Walleye,Walleye,2011-07-06,2011-07-05,2011-07-06,566,566,1650,1650,2,2,1.3,Otolith,9,9,16-5538-55350,20161,3484,1X,Yes,388905
49588615,495901,861423,Walleye,Walleye,2011-07-06,2011-07-05,2011-07-06,524,524,1180,1180,2,2,0.79,Otolith,8,8,16-5538-55350,20162,3462,1X,Yes,388843
49588615,495901,861423,Walleye,Walleye,2011-07-06,2011-07-05,2011-07-06,478,478,820,820,2,2,0.58,Otolith,9,8,16-5538-55350,20163,3461,1X,Yes,388842
49588615,495901,861423,Walleye,Walleye,2011-07-06,2011-07-05,2011-07-06,438,438,700,700,2,2,0.44,Otolith,8,9,16-5538-55350,20164,3481,1X,Yes,388835
49588615,495901,861423,Walleye,Walleye,2011-07-06,2011-07-05,2011-07-06,460,460,720,720,2,2,0.73,Otolith,8,9,16-5538-55350,20165,3459,1X,Yes,388840
49588615,495901,861423,Walleye,Walleye,2011-07-06,2011-07-05,2011-07-06,418,418,640,640,2,2,0.71,Otolith,9,9,16-5538-55350,20166,3460,1X,Yes,388841
49588615,495901,861423,Walleye,Walleye,2011-07-07,2011-07-06,2011-07-07,420,420,820,820,1,1,1.5,Otolith,9,9,16-5538-55350,20167,3466,1X,Yes,388954
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-08,2011-07-07,2011-07-08,538,538,980,980,2,2,0.23,Cleithrum,5,8,16-5538-55350,20168,3513,1,Yes,389287
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-08,2011-07-07,2011-07-08,384,384,290,290,1,1,0.15,Cleithrum,2,7,16-5538-55350,20169,3512,1,Yes,389077
49588615,495901,861423,Walleye,Walleye,2011-07-08,2011-07-07,2011-07-08,612,612,1750,1750,2,2,2.2,Otolith,15,8,16-5538-55350,20170,3492,1X,Yes,389355
49588615,495901,861423,Walleye,Walleye,2011-07-08,2011-07-07,2011-07-08,492,492,960,960,2,2,0.76,Otolith,8,9,16-5538-55350,20171,3475,1X,Yes,389338
49588615,495901,861423,Walleye,Walleye,2011-07-08,2011-07-07,2011-07-08,444,444,700,700,2,2,0.75,Otolith,9,9,16-5538-55350,20172,3517,1X,Yes,389076
49588615,495901,861423,Walleye,Walleye,2011-07-08,2011-07-07,2011-07-08,370,370,393,393,1,1,0.71,Otolith,10,9,16-5538-55350,20173,3468,1X,Yes,388965
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-08,2011-07-07,2011-07-08,627,627,1425,1425,1,1,0.88,Cleithrum,6,7,16-5538-55350,20174,3467,1,Yes,388971
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-09,2011-07-08,2011-07-09,558,558,1020,1020,1,1,0.42,Cleithrum,5,7,16-5538-55350,20175,3496,1,Yes,389192
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-09,2011-07-08,2011-07-09,550,550,910,910,2,2,0.37,Cleithrum,5,8,16-5538-55350,20176,3506,1,Yes,389266
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-09,2011-07-08,2011-07-09,518,518,810,810,2,2,0.29,Cleithrum,4,9,16-5538-55350,20177,3504,1,Yes,389063
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-09,2011-07-08,2011-07-09,500,500,710,710,2,2,0.17,Cleithrum,3,8,16-5538-55350,20178,3495,1,Yes,389062
49588615,495901,861423,Walleye,Walleye,2011-07-09,2011-07-08,2011-07-09,702,702,3400,3400,2,2,2.2,Otolith,25,8,16-5538-55350,20179,3500,1X,Yes,389209
49588615,495901,861423,Walleye,Walleye,2011-07-09,2011-07-08,2011-07-09,634,634,1875,1875,2,2,1.8,Otolith,15,8,16-5538-55350,20180,3503,1X,Yes,389224
49588615,495901,861423,Walleye,Walleye,2011-07-09,2011-07-08,2011-07-09,632,632,1975,1975,2,2,1.7,Otolith,27,8,16-5538-55350,20181,3505,1,Yes,389237
49588615,495901,861423,Walleye,Walleye,2011-07-09,2011-07-08,2011-07-09,628,628,1975,1975,2,2,1.9,Otolith,20,8,16-5538-55350,20182,3499,1X,Yes,389208
49588615,495901,861423,Walleye,Walleye,2011-07-09,2011-07-08,2011-07-09,600,600,1925,1925,2,2,2,Otolith,28,9,16-5538-55350,20183,3502,1X,Yes,389223
49588615,495901,861423,Walleye,Walleye,2011-07-09,2011-07-08,2011-07-09,572,572,1550,1550,1,1,1.8,Otolith,22,8,16-5538-55350,20184,3498,1X,Yes,389207
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,482,482,610,610,1,1,0.2,Cleithrum,3,7,16-5538-55350,20185,3494,1,Yes,389113
49588615,495901,861423,Northern Pike,Northern Pike,2011-07-11,2011-07-10,2011-07-11,454,454,550,550,1,1,0.23,Cleithrum,3,6,16-5538-55350,20186,3493,1,Yes,389378
49589046,495829,904608,Walleye,Walleye,2009-08-04,2009-08-04,2009-08-05,557,557,1610,1610,2,2,0.43,Otolith,7,9,15-6600-55380,20189,24105,1,Yes,288648
49589046,495829,904608,Walleye,Walleye,2009-08-04,2009-08-04,2009-08-05,500,500,1131,1131,1,1,0.43,Otolith,7,8,15-6600-55380,20193,24093,1,Yes,288111
49589046,495829,904608,Walleye,Walleye,2009-08-04,2009-08-04,2009-08-05,465,465,902,902,1,1,0.28,Otolith,4,9,15-6600-55380,20196,24107,1,Yes,288646
49589046,495829,904608,Walleye,Walleye,2009-08-04,2009-08-04,2009-08-05,389,389,555,555,1,1,0.28,Otolith,3,9,15-6600-55380,20201,24106,1,Yes,288647
49589046,495829,904608,Lake Trout,Lake Trout,2009-08-04,2009-08-04,2009-08-05,720,720,3010,3010,1,1,0.83,Otolith,21,7,15-6600-55380,20203,24084,1,Yes,288420
49589046,495829,904608,Lake Trout,Lake Trout,2009-08-04,2009-08-04,2009-08-05,712,712,3200,3200,2,2,0.4,Otolith,23,7,15-6600-55380,20207,24108,1,Yes,288481
49589046,495829,904608,Northern Pike,Northern Pike,2009-08-04,2009-08-04,2009-08-05,720,720,2245,2245,2,2,0.43,Cleithrum,5,7,15-6600-55380,20217,24094,1,Yes,287583
49589046,495829,904608,Walleye,Walleye,2009-08-04,2009-08-04,2009-08-05,717,717,3034,3034,2,2,1.1,Otolith,13,8,15-6600-55380,20225,24091,1,Yes,288112
49589046,495829,904608,Walleye,Walleye,2009-08-04,2009-08-04,2009-08-05,685,685,3005,3005,2,2,1.2,Otolith,15,7,15-6600-55380,20226,24086,1,Yes,287924
49589046,495829,904608,Walleye,Walleye,2009-08-04,2009-08-04,2009-08-05,625,625,2316,2316,2,2,0.96,Otolith,11,8,15-6600-55380,20228,24087,1,Yes,287859
49589354,495821,935419,Lake Trout,Lake Trout,2010-07-25,2010-07-25,2010-07-26,690,690,3121,3121,2,2,2.2,Otolith,16,4,15-4351-55357,20232,16629,1X,Yes,340791
49589354,495821,935419,Lake Trout,Lake Trout,2010-07-25,2010-07-25,2010-07-26,585,585,1741,1741,1,1,1.5,Otolith,12,7,15-4351-55357,20235,16631,1X,Yes,340821
49589354,495821,935419,Lake Trout,Lake Trout,2010-07-25,2010-07-25,2010-07-26,576,576,1506,1506,1,1,0.93,Otolith,14,7,15-4351-55357,20236,16632,1X,Yes,340822
49589354,495821,935419,Lake Trout,Lake Trout,2010-07-25,2010-07-25,2010-07-26,565,565,1443,1443,2,2,0.99,Otolith,12,5,15-4351-55357,20237,16630,1X,Yes,340820
49589354,495821,935419,Lake Trout,Lake Trout,2010-07-25,2010-07-25,2010-07-26,515,515,1000,1000,2,2,0.59,Otolith,13,6,15-4351-55357,20241,16628,1X,Yes,340790
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,622,622,2111,2111,2,2,1.6,Otolith,12,8,15-6011-55383,20251,18615,1X,Yes,209310
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,611,611,2017,2017,2,2,0.98,Otolith,12,8,15-6011-55383,20252,18616,1X,Yes,209309
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,553,553,1213,1213,2,2,1.4,Otolith,12,8,15-6011-55383,20253,18617,1X,Yes,209308
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,735,735,3496,3496,2,2,1.9,Otolith,21,8,15-6011-55383,20255,18626,1X,Yes,209306
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,609,609,2097,2097,2,2,0.96,Otolith,12,7,15-6011-55383,20257,18619,1X,Yes,209304
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,459,459,853,853,2,2,0.79,Otolith,8,9,15-6011-55383,20258,18620,1X,Yes,209303
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,349,349,358,358,1,1,0.6,Otolith,6,9,15-6011-55383,20259,18621,1X,Yes,209302
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,529,529,1198,1198,2,2,1.2,Otolith,13,6,15-6011-55383,20262,18623,1X,Yes,209297
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,715,715,3610,3610,2,2,2.4,Otolith,21,6,15-6011-55383,20264,18599,1X,Yes,209265
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,670,670,2662,2662,2,2,1.8,Otolith,18,7,15-6011-55383,20265,18592,1X,Yes,209264
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,641,641,2340,2340,2,2,1.4,Otolith,15,8,15-6011-55383,20266,18589,1X,Yes,209263
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,662,662,2810,2810,2,2,1.6,Otolith,15,8,15-6011-55383,20267,18593,1X,Yes,209262
49599135,495926,913523,Northern Pike,Northern Pike,2009-07-08,2009-07-08,2009-07-09,755,755,3023,3023,2,2,0.66,Cleithrum,8,6,15-6011-55383,20268,18609,1,Yes,209299
49599135,495926,913523,Northern Pike,Northern Pike,2009-07-08,2009-07-08,2009-07-09,448,448,448,448,1,1,0.54,Cleithrum,4,8,15-6011-55383,20271,18579,1,Yes,209238
49599135,495926,913523,Northern Pike,Northern Pike,2009-07-08,2009-07-08,2009-07-09,881,881,4028,4028,1,1,1.9,Cleithrum,13,6,15-6011-55383,20272,18580,1,Yes,209237
49599135,495926,913523,Northern Pike,Northern Pike,2009-07-08,2009-07-08,2009-07-09,500,500,523,523,1,1,0.5,Cleithrum,4,6,15-6011-55383,20275,18578,1,Yes,209213
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,603,603,1932,1932,2,2,1.2,Otolith,13,8,15-6011-55383,20276,18611,1X,Yes,209313
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,526,526,1153,1153,2,2,1.1,Otolith,11,8,15-6011-55383,20277,18612,1X,Yes,209312
49599135,495926,913523,Walleye,Walleye,2009-07-08,2009-07-08,2009-07-09,432,432,668,668,2,2,1.1,Otolith,11,8,15-6011-55383,20278,18614,1X,Yes,209311
49599344,495855,934422,Walleye,Walleye,2009-09-08,2009-09-08,2009-09-09,628,628,1651,1651,2,2,1.9,Otolith,13,8,15-4470-55367,20283,19507,1X,Yes,306278
49599344,495855,934422,Walleye,Walleye,2009-09-08,2009-09-08,2009-09-09,634,634,1878,1878,2,2,1.7,Otolith,11,8,15-4470-55367,20284,19506,1X,Yes,306234
49599344,495855,934422,Walleye,Walleye,2009-09-08,2009-09-08,2009-09-09,625,625,1850,1850,2,2,1.4,Otolith,12,8,15-4470-55367,20287,19525,1X,Yes,306260
49599344,495855,934422,Walleye,Walleye,2009-09-08,2009-09-08,2009-09-09,545,545,1269,1269,2,2,1.1,Otolith,7,9,15-4470-55367,20291,19524,1X,Yes,306259
49599344,495855,934422,Walleye,Walleye,2009-09-08,2009-09-08,2009-09-09,420,420,645,645,2,2,0.53,Otolith,6,8,15-4470-55367,20298,19496,1X,Yes,306230
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-19,2011-07-18,2011-07-19,692,692,2000,2000,2,2,0.38,Cleithrum,7,7,16-4688-55390,20300,4748,1,Yes,412105
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-19,2011-07-18,2011-07-19,672,672,1275,1275,1,1,0.54,Cleithrum,7,7,16-4688-55390,20301,4740,1,Yes,412259
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-19,2011-07-18,2011-07-19,620,620,1250,1250,2,2,0.25,Cleithrum,5,6,16-4688-55390,20302,4775,1,Yes,412057
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-19,2011-07-18,2011-07-19,610,610,1575,1575,1,1,0.42,Cleithrum,6,8,16-4688-55390,20303,4776,1,Yes,412058
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,710,710,3375,3375,2,2,1.1,Otolith,16,8,16-4688-55390,20304,4793,1X,Yes,412104
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,588,588,1850,1850,1,1,0.83,Otolith,24,7,16-4688-55390,20305,4786,1X,Yes,412081
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,562,562,1750,1750,2,2,0.65,Otolith,16,8,16-4688-55390,20306,4772,1X,Yes,412034
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,556,556,1550,1550,1,1,0.78,Otolith,16,8,16-4688-55390,20307,4774,1X,Yes,412036
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,554,554,1575,1575,1,1,0.63,Otolith,22,8,16-4688-55390,20308,4784,1X,Yes,412065
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,550,550,1850,1850,1,1,0.68,Otolith,23,7,16-4688-55390,20309,4782,1X,Yes,412063
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,546,546,1750,1750,1,1,0.69,Otolith,13,9,16-4688-55390,20310,4788,1X,Yes,412083
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,540,540,1525,1525,2,2,0.41,Otolith,7,8,16-4688-55390,20311,4773,1X,Yes,412035
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,526,526,1275,1275,1,1,0.63,Otolith,16,8,16-4688-55390,20312,4771,1X,Yes,412033
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,520,520,1350,1350,1,1,0.46,Otolith,6,9,16-4688-55390,20313,4783,1X,Yes,412064
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,498,498,1200,1200,1,1,0.46,Otolith,7,9,16-4688-55390,20314,4792,1X,Yes,412103
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,444,444,810,810,1,1,0.35,Otolith,5,9,16-4688-55390,20315,4779,1X,Yes,412060
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,410,410,630,630,2,2,0.26,Otolith,4,9,16-4688-55390,20316,4781,1X,Yes,412062
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,330,330,305,305,2,2,0.12,Otolith,2,9,16-4688-55390,20317,4780,1X,Yes,412061
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,322,322,272,272,1,1,0.12,Otolith,2,9,16-4688-55390,20318,4791,1X,Yes,412102
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,300,300,234,234,2,2,0.25,Otolith,2,9,16-4688-55390,20319,4777,1X,Yes,412005
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,290,290,214,214,1,1,0.13,Otolith,2,9,16-4688-55390,20320,4787,1X,Yes,412082
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,260,260,150,150,2,2,0.11,Otolith,2,9,16-4688-55390,20321,4789,1X,Yes,412007
50008726,500017,872609,Walleye,Walleye,2011-07-19,2011-07-18,2011-07-19,226,226,98,98,1,1,0.2,Otolith,1,9,16-4688-55390,20322,4790,1X,Yes,412008
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-20,2011-07-19,2011-07-20,590,590,1325,1325,1,1,0.21,Cleithrum,5,7,16-4688-55390,20324,4739,1,Yes,412216
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-21,2011-07-20,2011-07-21,504,504,825,825,1,1,0.14,Cleithrum,2,7,16-4688-55390,20326,4737,1,Yes,412892
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-21,2011-07-20,2011-07-21,672,672,1700,1700,2,2,0.34,Cleithrum,5,6,16-4688-55390,20327,4736,1,Yes,412849
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-21,2011-07-20,2011-07-21,630,630,1525,1525,1,1,0.33,Cleithrum,5,7,16-4688-55390,20328,4735,1,Yes,412823
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-23,2011-07-22,2011-07-23,470,470,650,650,1,1,0.12,Cleithrum,2,7,16-4688-55390,20329,4731,1,Yes,413145
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-23,2011-07-22,2011-07-23,668,668,1775,1775,2,2,0.4,Cleithrum,6,6,16-4688-55390,20330,4734,1,Yes,413059
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-23,2011-07-22,2011-07-23,620,620,1350,1350,1,1,0.36,Cleithrum,5,7,16-4688-55390,20331,4733,1,Yes,413147
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-23,2011-07-22,2011-07-23,600,600,1125,1125,2,2,0.2,Cleithrum,3,6,16-4688-55390,20332,4732,1,Yes,413146
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-23,2011-07-22,2011-07-23,594,594,1225,1225,2,2,0.18,Cleithrum,3,7,16-4688-55390,20333,4730,1,Yes,413127
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-24,2011-07-23,2011-07-24,500,500,750,750,2,2,0.13,Cleithrum,2,6,16-4688-55390,20334,4728,1,Yes,413057
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-24,2011-07-23,2011-07-24,600,600,1250,1250,1,1,0.18,Cleithrum,3,7,16-4688-55390,20335,4725,1,Yes,413304
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-24,2011-07-23,2011-07-24,590,590,1250,1250,2,2,0.45,Cleithrum,5,6,16-4688-55390,20336,4727,1,Yes,413315
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-24,2011-07-23,2011-07-24,672,672,1600,1600,2,2,0.42,Cleithrum,6,7,16-4688-55390,20337,4726,1,Yes,413212
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-24,2011-07-23,2011-07-24,642,642,1250,1250,2,2,0.35,Cleithrum,5,7,16-4688-55390,20338,4724,1,Yes,413300
50008726,500017,872609,Northern Pike,Northern Pike,2011-07-24,2011-07-23,2011-07-24,508,508,750,750,2,2,0.12,Cleithrum,4,7,16-4688-55390,20339,4729,1,Yes,413058
50009453,495937,945248,Northern Pike,Northern Pike,2010-07-24,2010-07-24,2010-07-25,709,709,1855,1855,2,2,0.63,Cleithrum,6,7,15-3653-55394,20366,12565,1,Yes,337663
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,328,328,373,373,1,1,0.25,Otolith,5,8,15-3653-55394,20367,12569,1X,Yes,337664
50009453,495937,945248,Northern Pike,Northern Pike,2010-07-24,2010-07-24,2010-07-25,767,767,2360,2360,2,2,0.51,Cleithrum,8,6,15-3653-55394,20369,12574,1,Yes,337730
50009453,495937,945248,Northern Pike,Northern Pike,2010-07-24,2010-07-24,2010-07-25,716,716,2202,2202,2,2,0.48,Cleithrum,6,7,15-3653-55394,20370,12563,1,Yes,337442
50009453,495937,945248,Northern Pike,Northern Pike,2010-07-24,2010-07-24,2010-07-25,574,574,946,946,1,1,0.8,Cleithrum,6,7,15-3653-55394,20372,12564,1,Yes,337443
50009453,495937,945248,Northern Pike,Northern Pike,2010-07-24,2010-07-24,2010-07-25,556,556,1004,1004,2,2,0.44,Cleithrum,4,5,15-3653-55394,20373,12573,1,Yes,337729
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,646,646,2474,2474,2,2,0.69,Otolith,16,7,15-3653-55394,20376,12494,1X,Yes,337347
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,604,604,1775,1775,2,2,0.62,Otolith,12,8,15-3653-55394,20377,12568,1X,Yes,337669
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,529,529,1527,1527,2,2,0.62,Otolith,12,7,15-3653-55394,20380,12566,1X,Yes,337667
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,528,528,1433,1433,2,2,0.47,Otolith,9,8,15-3653-55394,20381,12492,1X,Yes,337345
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,489,489,1050,1050,2,2,0.35,Otolith,8,8,15-3653-55394,20382,12490,1X,Yes,337343
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,481,481,1183,1183,2,2,0.31,Otolith,9,7,15-3653-55394,20384,12567,1X,Yes,337668
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,463,463,1044,1044,2,2,0.38,Otolith,8,8,15-3653-55394,20385,12493,1X,Yes,337346
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,455,455,928,928,1,1,0.38,Otolith,8,9,15-3653-55394,20386,12570,1X,Yes,337666
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,427,427,770,770,1,1,0.35,Otolith,7,7,15-3653-55394,20387,12485,1X,Yes,337342
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,419,419,754,754,2,2,0.41,Otolith,7,7,15-3653-55394,20389,12491,1X,Yes,337344
50009453,495937,945248,Walleye,Walleye,2010-07-24,2010-07-24,2010-07-25,372,372,484,484,1,1,0.39,Otolith,6,8,15-3653-55394,20392,12572,1X,Yes,337665
50019413,500157,941322,Northern Pike,Northern Pike,2010-08-24,2010-08-24,2010-08-25,492,492,710,710,2,2,0.37,Cleithrum,3,7,15-4124-55428,20403,15176,1,Yes,362772
50019413,500157,941322,Smallmouth Bass,Smallmouth Bass,2010-08-24,2010-08-24,2010-08-25,445,445,1234,1234,1,1,0.98,Scales (left side),10,6,15-4124-55428,20406,15150,1,Yes,362873
50019413,500157,941322,Smallmouth Bass,Smallmouth Bass,2010-08-24,2010-08-24,2010-08-25,412,412,1102,1102,2,2,1.2,Scales (left side),8,7,15-4124-55428,20407,15151,1,Yes,362874
50019413,500157,941322,Smallmouth Bass,Smallmouth Bass,2010-08-24,2010-08-24,2010-08-25,374,374,812,812,1,1,0.59,Scales (left side),7,8,15-4124-55428,20409,15148,1,Yes,362871
50019413,500157,941322,Walleye,Walleye,2010-08-24,2010-08-24,2010-08-25,645,645,2527,2527,2,2,3,Otolith,15,7,15-4124-55428,20411,15173,1X,Yes,362899
50019413,500157,941322,Walleye,Walleye,2010-08-24,2010-08-24,2010-08-25,626,626,2556,2556,2,2,2.3,Otolith,15,7,15-4124-55428,20412,15174,1X,Yes,362900
50019413,500157,941322,Walleye,Walleye,2010-08-24,2010-08-24,2010-08-25,604,604,2078,2078,2,2,1.6,Otolith,8,8,15-4124-55428,20413,15158,1X,Yes,362763
50019413,500157,941322,Walleye,Walleye,2010-08-24,2010-08-24,2010-08-25,545,545,1621,1621,1,1,1.8,Otolith,11,7,15-4124-55428,20414,15175,1X,Yes,362901
50019413,500157,941322,Walleye,Walleye,2010-08-24,2010-08-24,2010-08-25,536,536,1379,1379,1,1,1.6,Otolith,14,7,15-4124-55428,20415,15172,1X,Yes,362770
50019413,500157,941322,Walleye,Walleye,2010-08-24,2010-08-24,2010-08-25,485,485,1034,1034,2,2,1.8,Otolith,4,8,15-4124-55428,20416,15160,1X,Yes,362765
50019413,500157,941322,Walleye,Walleye,2010-08-24,2010-08-24,2010-08-25,469,469,1009,1009,1,1,0.65,Otolith,5,8,15-4124-55428,20417,15157,1X,Yes,362762
50019413,500157,941322,Walleye,Walleye,2010-08-24,2010-08-24,2010-08-25,416,416,562,562,1,1,0.46,Otolith,3,8,15-4124-55428,20418,15163,1X,Yes,362882
50019413,500157,941322,Walleye,Walleye,2010-08-24,2010-08-24,2010-08-25,402,402,633,633,2,2,0.79,Otolith,4,8,15-4124-55428,20420,15154,1X,Yes,362759
50019413,500157,941322,Walleye,Walleye,2010-08-24,2010-08-24,2010-08-25,399,399,504,504,1,1,0.42,Otolith,3,8,15-4124-55428,20422,15161,1X,Yes,362766
